review,score,label,at,cleaned_review
Mantap 👍,0.0,neutral,2024-05-15 12:12:42,mantap
"Pertama kali ngirim paket dari Waru, Sidoarjo ke Jember kota, hari Minggu paket di pick up ke rumah oleh kurir, hari Senin sudah sampai, padahal pakai jasa reguler. Kurir pick up nya, Rizky Ade Ramdani juga ramah sekali, tgl merah masih totalitas bekerja. Aplikasinya modern dan mudah digunakan, pilihan pembayarannya juga banyak, dan responnya cepat sekali utk proses kirim. Mantap",0.0,neutral,2024-05-13 05:01:00,kali ngirim paket waru sidoarjo jember kota minggu paket pick rumah kurir senin pakai jasa reguler kurir pick nya rizky ade ramdani ramah tgl merah totalitas aplikasinya modern mudah pilihan pembayarannya responnya cepat utk proses kirim mantap
Bagus,0.0,neutral,2024-05-13 04:18:43,bagus
Amplikasi gilla. Gak bisa registrasi . Yg bener ajah lah aplikasinya lah ang,0.0,neutral,2024-05-12 20:19:35,amplikasi gilla gak registrasi bener ajah aplikasinya ang
"Aplikasi dengan ui yg busuk 1. Perbaiki cara mencari alamat, ribet banget khas birokrasi indonesia 2. Tidak ada fitur get current location ketika input alamat pengirim, ribet banget sih ini siapa yg desain? 3. Input kontak harusnya bisa dari address book, lagi2 ribet yg desain boomer ya? 4. Sangat menyedihkan perusahaan expedisi pos tertua di indonesia tapi armadanya sulit 5. Astagfirullah ga bisa input alamat dengan titik peta? Developernya ga bisa apa gimana 6. Tarifnya mahall 7. E-walet mana?",0.0,neutral,2024-05-12 06:38:19,aplikasi busuk perbaiki mencari alamat ribet banget khas birokrasi indonesia fitur get current location input alamat pengirim ribet banget sih desain input kontak address book lagi2 ribet desain boomer menyedihkan perusahaan expedisi pos tertua indonesia armadanya sulit astagfirullah input alamat titik peta developernya gimana tarifnya mahall walet
"Sumpah ga jelas ni aps, baru daftar awal masukin kode g da yang valid padahal hanya persekian detik masukin ga bisa mulu, di awal aja udh ribet gmana selanjutnya pasti ada kendala lg hadehhhh di benerin lg dong",0.0,neutral,2024-05-11 23:17:18,sumpah aps daftar masukin kode valid persekian detik masukin mulu aja udh ribet gmana kendala hadehhhh benerin
P. T. Pos Indonesia keren habis... Kalau tidak boleh saya bilang edaannn pool.. Saya kirim dokumen dari kecamatan Pangkajene tanggal 8 Mei 2024 hari rabu jam 15.xx sore. Alamat tujuan kecamatan Boja - Kendal - Jateng. Tahu gak Boja itu desa. Jauh dari semarang atau kendal. Betapa kagetnya adik saya barusan WA dokumen sudah sampai. Diantar malam ini Jumat 10 Mei 2024 jam 20.16 WIB... CATAT: Diantar malem2 di hari libur... GILA BENER... 😀😀 Estimasinya 3-5 hari. Mantap ⭐⭐⭐⭐⭐,-0.3612,negative,2024-05-10 12:46:32,pos indonesia keren habis bilang edaannn pool kirim dokumen kecamatan pangkajene tanggal mei 2024 rabu jam sore alamat tujuan kecamatan boja kendal jateng gak boja desa semarang kendal betapa kagetnya adik barusan dokumen diantar malam jumat mei 2024 jam wib catat diantar malem2 libur gila bener estimasinya mantap
Mantap,0.0,neutral,2024-05-09 22:57:30,mantap
"Gak bisa daftar, padahal udah kasi nomor hp yang benar dan kode verifikasi sudah masuk, tapi sudah 2 kali verifikasi kode tidak valid.",0.0,neutral,2024-05-09 22:13:37,gak daftar udah kasi nomor kode verifikasi masuk kali verifikasi kode valid
Mantapks beuddd dah,0.0,neutral,2024-05-09 21:01:54,mantapks beuddd dah
"Kecewa sih kirim dari sini aku kirim baju makanan, cokelat jepang deo jepang, ehh deo nya hilang cokelat nya hilang di DM dari IG gak dibalas di chat gadak jwaban, dikomen di postingan ntah gatau dilihat apa pura² gak lihat kesel aku.. mending pecat pegawai penipu dri pada rusak nama baik pos aja! Lokasi kantor pos bogor cileungsi",0.0,neutral,2024-05-08 23:58:32,kecewa sih kirim kirim baju makanan cokelat jepang deo jepang ehh deo nya hilang cokelat nya hilang gak dibalas chat gadak jwaban dikomen postingan ntah gatau pura gak lihat kesel mending pecat pegawai penipu dri rusak nama pos aja lokasi kantor pos bogor cileungsi
"Paket gak nyampe2,komplin kurang memuaskan",0.0,neutral,2024-05-08 05:34:48,paket gak nyampe2 komplin memuaskan
Punya negara tapi pelayanan buruk.. super lelet.. tidak tanggap. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎,0.5994,positive,2024-05-08 02:12:31,negara pelayanan buruk super lelet tanggap
Jelek masa cek resi aja jadi keluar dari aplikasi dan masuk ke browsur lain dan tdk ada histori nya jdi ngetik ulang utk cek resi,0.0,neutral,2024-05-07 12:57:17,jelek cek resi aja aplikasi masuk browsur tdk histori nya jdi ngetik ulang utk cek resi
Good,0.4404,positive,2024-05-06 10:07:52,good
Sukses selalu pasAja,0.0,neutral,2024-05-06 08:12:29,sukses pasaja
Sanga baik,0.0,neutral,2024-05-06 05:19:16,sanga
Pelayanan terburuk dari semua jasa paket yg ada di indonesia.lebih baik tutup aja.,0.0,neutral,2024-05-04 13:22:37,pelayanan terburuk jasa paket indonesia tutup aja
Untuk saat ini cukup baik menurut saya,0.0,neutral,2024-05-04 09:11:05,
Sulit mengedit alamat favorit,0.0,neutral,2024-05-02 03:14:09,sulit mengedit alamat favorit
Pelayanan bagus,0.0,neutral,2024-04-30 23:46:04,pelayanan bagus
Apk posaja / POSPAY sampah hp . maintenance az sape 1bln,0.0,neutral,2024-04-30 09:40:26,apk posaja pospay sampah maintenance sape 1bln
Yg kayak gini perusahaan BUMN ?? Kalau belum siap buat aplikasi mending gak usah. Menu aplikasi aja gak jelas. Kode verifikasi dikirim via whatsapp menggunakan nomor biasa gitu? Masak perusahaan BUMN pakek nomor gitu aja? HATI-HATI bagi yg belum download..zaman sekarang WASPADA penipuan.,0.0,neutral,2024-04-29 14:41:59,kayak gini perusahaan bumn aplikasi mending gak menu aplikasi aja gak kode verifikasi dikirim via whatsapp nomor gitu masak perusahaan bumn pakek nomor gitu aja hati hati download zaman waspada penipuan
Layanan pikup termudah,0.0,neutral,2024-04-29 13:54:23,layanan pikup termudah
sangat membantu,0.0,neutral,2024-04-29 06:14:53,membantu
"bagus cs super responsif, Kendala apa saja satset menanggapinya ,tanya apa saja langsung di jawab , pertahankan pelayanannya ya",0.5994,positive,2024-04-28 06:21:29,bagus super responsif kendala satset menanggapinya langsung pertahankan pelayanannya
mantap..gasss,0.0,neutral,2024-04-27 11:29:16,mantap gasss
Apps ini sangat membantu saya sewaktu pengiriman non document,0.0,neutral,2024-04-27 06:30:44,apps membantu pengiriman non document
"Paket saya di kirim dari Bitung Sulut ke Tanjung balai Karimun kepulauan dengan paket regular katanya 5 hari sudah sampai, skrng sudah 8 hari tak sampai2👎👎",0.0,neutral,2024-04-27 00:24:49,paket kirim bitung sulut tanjung balai karimun kepulauan paket regular skrng sampai2
Mantab,0.0,neutral,2024-04-26 08:21:48,mantab
Good,0.4404,positive,2024-04-25 10:56:47,good
TDK bisa login,0.0,neutral,2024-04-25 07:41:30,tdk login
Aplikasi sdh sangat membantu. Namun sedikit kekurangan dan diharapkan segera memperbaikinya. Saya sangat terbantu dengan aplikasi ini,0.0,neutral,2024-04-25 06:52:53,aplikasi sdh membantu kekurangan diharapkan memperbaikinya terbantu aplikasi
Naon sih Udah 10x coba daftar sama skali gaada no verifikasi yg masuk,-0.296,negative,2024-04-23 08:44:12,naon sih udah 10x coba daftar skali gaada verifikasi masuk
"Pos emang lelet banget pengiriman dari jawa ke kalimantan bisa sampai 1 bulan , hadeh capek banget nungguinnya pengen aq kencel aja rasanya barangnya, capek nunggu",0.0,neutral,2024-04-22 11:04:56,pos emang lelet banget pengiriman jawa kalimantan hadeh capek banget nungguinnya pengen kencel aja barangnya capek nunggu
Mohon di pwrhatikan komplain pelanggan,0.0,neutral,2024-04-22 07:54:08,mohon pwrhatikan komplain pelanggan
BUMN jaya,0.0,neutral,2024-04-22 05:55:54,bumn jaya
Pos ever... forever...i love ever,0.6369,positive,2024-04-22 04:33:29,pos ever forever love ever
"Tidak bisa registrasi, sudah di kirimkan kode, tp invalid",0.0,neutral,2024-04-21 22:24:31,registrasi kirimkan kode invalid
sangat lambattttttttttttttttt!!!,0.0,neutral,2024-04-20 06:42:40,lambattttttttttttttttt
selalu ok👍,0.0,neutral,2024-04-20 01:27:51,
bgus,0.0,neutral,2024-04-19 01:16:13,bgus
Ok,0.296,positive,2024-04-16 15:27:43,
Masa verifikasi kode nya g valid mulu lawak lu yang kirim gimana sih,0.0,neutral,2024-04-15 19:30:37,verifikasi kode nya valid mulu lawak kirim gimana sih
Klw mau masuk website jadi ribet gara2 harus buka aplikasi ini,0.0,neutral,2024-04-13 09:15:15,klw masuk website ribet gara2 buka aplikasi
Sangat suka,0.0,neutral,2024-04-10 02:32:50,suka
"Sangat baik ,pengiriman cepat",0.0,neutral,2024-04-09 07:57:37,pengiriman cepat
good,0.4404,positive,2024-04-09 06:43:05,good
"Nyesel Kirim lewat pos ke luar negeri barang hilang pos gk mau tanggung jawab mana ongkirnya mahal,ngadu lewat email percuma ngadu pos terdekat malah suruh nunggu hampir 1bulan, auto hapus dah,pokokya pos cargo terburuk.",0.0,neutral,2024-04-06 06:41:21,nyesel kirim pos negeri barang hilang pos tanggung ongkirnya mahal ngadu email ngadu pos terdekat suruh nunggu 1bulan auto hapus dah pokokya pos cargo terburuk
"Baru tau Pos Indonesia sudah sekeren ini, walaupun belum bisa pick up di wilayah kaltim, speechless, ongkirnya murah banget beda sama aplikasi sebelah, mantap",0.0,neutral,2024-04-05 13:43:14,tau pos indonesia sekeren pick wilayah kaltim speechless ongkirnya murah banget beda aplikasi sebelah mantap
"Entahlah baru pertama kalinya pakai jasa ini,barang di Surabaya mulai jalan jam 4 subuh sampai 9 malam ke Jakarta belum sampai juga,apa emang selama itu ya ? Tadinya aku pikir bisa lebih cepat mengingat gw mau mudik",0.0,neutral,2024-04-05 13:30:16,kalinya pakai jasa barang surabaya jalan jam subuh malam jakarta emang pikir cepat mudik
"Aplikasi sering error tidak bisa lacak kiroman, cek resi keluar terus ups undefined",-0.4019,negative,2024-04-05 10:42:14,aplikasi error lacak kiroman cek resi ups undefined
keren,0.0,neutral,2024-04-05 08:10:26,keren
"Cuma Kurir Pos yang tidak menemukan alamat saya , barang tidak sampai alasan alamat tidak di temukan, nomer hp saya ada dan aktif tapi dari pihak kurir tidak ada yang menghubungi Saya.",0.0,neutral,2024-04-05 02:50:08,kurir pos menemukan alamat barang alasan alamat temukan nomer aktif kurir menghubungi
Mau masukan alamat kok ad tulisa (500) terjadi kesalahan??,0.0,neutral,2024-04-04 05:23:26,masukan alamat tulisa 500 kesalahan
"Download aplikasi untuk kasih bintang satu aja, playanan sangat lambat, khusus untuk KCP Gondang Lombok Utara.",0.0,neutral,2024-04-04 05:16:39,download aplikasi kasih bintang aja playanan lambat khusus kcp gondang lombok utara
Tidak ada fitur pencarian untuk penerima yg tersimpan dan Sering ngebug,0.0,neutral,2024-04-04 05:10:51,fitur pencarian penerima tersimpan ngebug
Terpercaya KALI SAJA BISA DITAMBAHIN DI APLIKASI PAKET YG DI KIRIM UNTUK KITA SUDAH TERCANTUM DI APLIKASI. TANPA KITA HARUS MINTA NOMER RESI DARI YANG KIRIM KE KITA 🙏,0.0,neutral,2024-04-04 02:32:14,terpercaya kali ditambahin aplikasi paket kirim tercantum aplikasi nomer resi kirim
Mantapl👍👍👍👍👍,0.0,neutral,2024-04-03 14:10:24,mantapl
Bagus,0.0,neutral,2024-04-03 12:02:21,bagus
Mantullll...,0.0,neutral,2024-04-02 14:19:51,mantullll
Semoga di lancarkan di aplikasi ini,0.0,neutral,2024-03-31 03:03:08,semoga lancarkan aplikasi
aplikasih aneh,0.0,neutral,2024-03-29 11:21:32,aplikasih aneh
"aplikasi ga mutu. daftar aja ga bisa. pantes kalah sama jne, jnt, dan jasa pengiriman lainnya.",0.0,neutral,2024-03-29 06:34:18,aplikasi mutu daftar aja pantes kalah jne jnt jasa pengiriman
Aplikasi nya bagus,0.0,neutral,2024-03-29 05:07:31,aplikasi nya bagus
Pengiriman cepat,0.0,neutral,2024-03-28 07:15:43,pengiriman cepat
"Pos kadang kerjanya g sportif ... Padahal saya sudah lama pakai pos ..tp kerja kurir pos masih tidak sportif. Seperti kirim barang asal main retur saja..pdhal ada nmr hp yg bisa dihubungi tp pihak kurir kadang tidak mau merespon dengan baik...kalau penerima barang pas tidak ada ditempat,kurir pos g mau menghubungi dulu ..langsung main diretur saja ..yg dirugikan penjual barang....",0.0,neutral,2024-03-28 05:38:55,pos kadang kerjanya sportif pakai pos kerja kurir pos sportif kirim barang main retur pdhal nmr dihubungi kurir kadang merespon penerima barang pas ditempat kurir pos menghubungi langsung main diretur dirugikan penjual barang
Mau registrasi udah dimasukin nomor verifikasi ngga valid terus gimana sih,0.0,neutral,2024-03-27 23:35:39,registrasi udah dimasukin nomor verifikasi ngga valid gimana sih
"Pengalaman saya sebagai pengguna dan Khusus untuk seller yang melakukan penjualan secara COD melalui Pos Aja masih belum maximal seperti belum bisa potong ongkir langsung dari Pospay, tidak otomatis memberikan nomor resi untuk tracking paket, perlu sosialisasi lebih kepada petugas POS sehingga bisa memberikan penjelasan kepada pengguna",0.0,neutral,2024-03-27 23:32:27,pengalaman pengguna khusus seller penjualan cod pos aja maximal potong ongkir langsung pospay otomatis nomor resi tracking paket sosialisasi petugas pos penjelasan pengguna
"Pos aja poin gak niat banget... Pada tahun 2022 tertulis ""Poin Anda akan berakhir pada 31 Desember 2021. Pada tahun 2023 tertulis ""Poin Anda akan berakhir pada 31 Desember 2022. Pada tahun 2024tertulis ""Poin Anda akan berakhir pada 31 Desember 2023.",0.0,neutral,2024-03-26 22:45:02,pos aja poin gak niat banget 2022 tertulis poin desember 2021 2023 tertulis poin desember 2022 2024tertulis poin desember 2023
"lemot, mau buat akun aja sampe setengah ngga bisa masuk.",0.0,neutral,2024-03-26 09:45:14,lemot akun aja sampe ngga masuk
"Sudah 1bln barang sy blm sampai..memang terburuk pelayanan pos indonesia.masih dibawak mutar""paket sy..",0.0,neutral,2024-03-26 04:50:34,1bln barang blm terburuk pelayanan pos indonesia dibawak mutar paket
Terimakasih sangat membantu saya dan keluarga 🙏❤️🤝 Pos Indonesia tetap Juara 💪💪💪,0.0,neutral,2024-03-26 04:32:48,terimakasih membantu keluarga pos indonesia juara
Apa gunanya aplikasi kalau mau lihat detailnya dilempar ke web lagi,0.0,neutral,2024-03-26 02:18:27,gunanya aplikasi lihat detailnya dilempar web
Legend soalnya,0.0,neutral,2024-03-25 04:29:13,legend
app terbaik,0.0,neutral,2024-03-25 03:44:56,app terbaik
Kiriman lancar,0.0,neutral,2024-03-25 02:27:45,kiriman lancar
kurang memuskan sekalipun ada vocher ato koin gk bisa d pake entah eror tok,0.0,neutral,2024-03-24 06:59:23,memuskan vocher ato koin pake eror tok
Semoga POS makin jaya,0.0,neutral,2024-03-24 01:46:41,semoga pos jaya
"Tarifnya mahal banget untuk paket 8 kg. Gak ada layanan cargo. Padahal di website nya ada layanan cargo. Parah. Sebel banget, udah jauh2",0.0,neutral,2024-03-21 02:06:53,tarifnya mahal banget paket gak layanan cargo website nya layanan cargo parah sebel banget udah jauh2
"Tolong dperbaiki lg utk sistem CODx kak,,,Sy tulis nilai barang tp pas COD kan hrsx ongkir yg sy bayar dluan dbayar penerimax tp pas di POSPAY yg masuk cuma nilai barang aja bkn nilai CODx pdhl sy tdk centang bea admin n ongkir nya.",0.0,neutral,2024-03-20 04:47:46,tolong dperbaiki utk sistem codx kak tulis nilai barang pas cod hrsx ongkir bayar dluan dbayar penerimax pas pospay masuk nilai barang aja bkn nilai codx pdhl tdk centang bea admin ongkir nya
Sangat keren buat yang mager,0.0,neutral,2024-03-20 02:09:55,keren mager
Mantap,0.0,neutral,2024-03-19 11:11:46,mantap
"Apaan dah gk bisa masuk sebagai pengguna, padahal butuh banget",0.0,neutral,2024-03-18 15:03:27,dah masuk pengguna butuh banget
Makasih pos Indonesia ku,0.0,neutral,2024-03-18 12:22:54,makasih pos indonesia
Paket belum saya Terima kok sudah tertera sudah diterima sama yg bersangkutan..,0.0,neutral,2024-03-18 02:07:19,paket terima tertera diterima bersangkutan
bagus,0.0,neutral,2024-03-17 05:45:57,bagus
Terbaiiiiiik.......,0.0,neutral,2024-03-17 04:44:27,terbaiiiiiik
Mau login ngestuck d masukan PIN. aneh. perbaiki lagi ni apk,0.0,neutral,2024-03-15 16:45:57,login ngestuck masukan pin aneh perbaiki apk
Kurir tidak bisa cari alamat dan tidak bertanya,0.0,neutral,2024-03-15 12:57:50,kurir cari alamat
Sangat Super POSPAY,0.5994,positive,2024-03-15 01:25:03,super pospay
"Saya baru pertama download apk ini, saat mendaftar lalu memasukan nomor verifikasi selalu salah, padahal nomornya sudah sama seperti yang dikirim via WA",0.0,neutral,2024-03-14 20:15:10,download apk mendaftar memasukan nomor verifikasi salah nomornya dikirim via
bagus aplikasi nya sangat membantu,0.0,neutral,2024-03-14 07:48:33,bagus aplikasi nya membantu
top markotop,0.2023,positive,2024-03-14 03:59:44,top markotop
Pelayanan baik. Bila ada complain dan claim responnya cepat,-0.3612,negative,2024-03-14 03:20:33,pelayanan complain claim responnya cepat
Sangat membantu,0.0,neutral,2024-03-14 02:30:19,membantu
Mencoba dulu,0.0,neutral,2024-03-13 14:56:30,mencoba
bagus mudah cek tarif,0.0,neutral,2024-03-13 08:28:48,bagus mudah cek tarif
mantap emang,0.0,neutral,2024-03-13 06:16:47,mantap emang
Untuk pengiriman Paked Lebih mudah👍,0.0,neutral,2024-03-12 12:08:16,pengiriman paked mudah
Baru coba utk dipelajari dulu,0.0,neutral,2024-03-12 05:10:12,coba utk dipelajari
"proses lambat ,,,gak ada pengantaran....",0.0,neutral,2024-03-11 09:11:44,proses lambat gak pengantaran
mudah d gunakan,0.0,neutral,2024-03-10 02:37:34,mudah
"semoga para SELLER indonesia, umkm,pabrik atau penjual kelas manapun bisa menggunakan PT.POS untuk transaksi online,, karena fiturnya sama dengan platform jasa ekspedisi lainnya, PASTI NYA AMANAH karena BUMN",0.0,neutral,2024-03-09 13:01:52,semoga seller indonesia umkm pabrik penjual kelas manapun pos transaksi online fiturnya platform jasa ekspedisi nya amanah bumn
PosInd semakin maju dan berkembang,0.0,neutral,2024-03-09 01:46:01,posind maju berkembang
Eror,0.0,neutral,2024-03-08 10:07:12,eror
Maju terus,0.0,neutral,2024-03-07 09:38:49,maju
"Masya Allah, Dahsyat And Mantap dalam membantu pengembahan para pelaku UMKM Se-Indonesia.",0.0,neutral,2024-03-07 08:43:15,masya allah dahsyat and mantap membantu pengembahan pelaku umkm indonesia
sangat membantu...,0.0,neutral,2024-03-06 10:54:25,membantu
10 kg,0.0,neutral,2024-03-06 07:09:38,
nice,0.4215,positive,2024-03-06 04:27:57,nice
"Dari pertama kali install November 2023, sampai hari ini 5 Maret 2024. Ga pernah ada update, fitur monoton. Tracking pengiriman sering error, ga bisa lihat tracking sama sekali. Ada bug voucher diskon, di poin kalo dipake error. Order berhasil udah dibayar, tapi order ga masuk ke Oranger, refund harus dateng ke kantor pusat pos. Order bayar online lancar jaya, giliran refund harus dateng ke kantor. Inovasi kalah jauh sama swasta. Jauh banget ketinggalan.",-0.6597,negative,2024-03-05 12:24:46,kali install november 2023 maret 2024 update fitur monoton tracking pengiriman error lihat tracking bug voucher diskon poin kalo dipake error order berhasil udah dibayar order masuk oranger refund dateng kantor pusat pos order bayar online lancar jaya giliran refund dateng kantor inovasi kalah swasta banget ketinggalan
Pas telepon call center mau lacak paket disuruh bacain Resi baru sedetik udah dimatiin telepon nya abis itu gak bisa telepon lagi,0.0,neutral,2024-03-03 13:25:54,pas telepon call center lacak paket disuruh bacain resi sedetik udah dimatiin telepon nya abis gak telepon
Untuk pelayanan PosAja! keren.. kirim dokumen Reguler luar provinsi satu hari sampai. Untuk pelacakan paket juga cukup jelas dan rinci.. mantap deh... ayo kembali pakai pos untuk kirim dokumen atau paket..,0.0,neutral,2024-03-02 09:20:52,pelayanan posaja keren kirim dokumen reguler provinsi pelacakan paket rinci mantap deh ayo pakai pos kirim dokumen paket
Terbaik,0.0,neutral,2024-03-02 02:16:17,terbaik
pos mantap,0.0,neutral,2024-03-01 06:22:55,pos mantap
Status pengiriman tidak di update (tetap di transaksi loket),0.0,neutral,2024-03-01 03:21:32,status pengiriman update transaksi loket
Pelayanan BUSUK!!,0.0,neutral,2024-03-01 00:38:09,pelayanan busuk
Efisien banget. Seller cukup kirim kode booking ke Oranger. Ntar paket kita di jemput. Dan kiriman bisa dilacak di aplikasi ini jg.,0.0,neutral,2024-02-29 11:58:01,efisien banget seller kirim kode booking oranger ntar paket jemput kiriman dilacak aplikasi
Pelayanan cepat Saya suka,0.0,neutral,2024-02-29 08:02:25,pelayanan cepat suka
Pengiriman super lambat,0.5994,positive,2024-02-28 20:15:46,pengiriman super lambat
"Tutup aja aplikasi, pengiriman smpe 1 bulan lama nya tiba² di batalkan otomatis,di kembalikan ke penjual sudah 2 Minggu tidak ada pergerakan ,kaya ga niat kirim! Barang nya juga bukan 5k tapi ratusan ribu tidak ada kompensasi (ganti rugi) barang juga tidak bergerak ,udah di hubungi lewat email jawaban nya juga gak jelas .",0.0,neutral,2024-02-27 00:59:13,tutup aja aplikasi pengiriman smpe nya batalkan otomatis kembalikan penjual minggu pergerakan kaya niat kirim barang nya ratusan ribu kompensasi ganti rugi barang bergerak udah hubungi email nya gak
Mudah digunakan...ongkir tidak sesuai dengan pengiriman produk ukuran besar,0.0,neutral,2024-02-24 02:02:21,mudah ongkir sesuai pengiriman produk ukuran
"Sangat lambat untuk pengirimannya, Dan tidak sesuai estimasi, Pengiriman estimasi katanya 5 hari dan sudah 10 hafi belum sampai juga, Benar benar payah",0.0,neutral,2024-02-23 10:34:27,lambat pengirimannya sesuai estimasi pengiriman estimasi hafi payah
oke bagus,0.0,neutral,2024-02-22 02:11:23,oke bagus
Tolong di prbaiki ini apk kok nda bisa di update,0.0,neutral,2024-02-21 23:58:54,tolong prbaiki apk nda update
Harus lebih baik,0.0,neutral,2024-02-21 13:34:47,
Sangat di sayangkan.. pengiriman pos mulai sepi.. Pelayanan di kantor maupun di aplikasi.. sama sama lemot dan kurang jelas.. banyak ganguan.. harus nya pos Indonesia itu lebih baik dari pengiriman yang lain.. kan punya negara.. Harus nya berbenah. . Bukan memaksakan tapi gak karuan dan menyusahkan. .,0.0,neutral,2024-02-21 08:01:20,sayangkan pengiriman pos sepi pelayanan kantor aplikasi lemot ganguan nya pos indonesia pengiriman negara nya berbenah memaksakan gak karuan menyusahkan
bagus,0.0,neutral,2024-02-21 01:35:04,bagus
sat set 😁,0.0,neutral,2024-02-20 13:10:28,sat set
"Tidak mudah digunakan ribet dan tidak fleksibel kalau kita mau kirim paket COD kita harus punya dulu rekening giro pos gak bisa memasukkan nomor rekening bank biasa yang lainya seperti BCA,MANDIRI,BRI, dll yang biasa digunakan untuk nanti pencairannya",0.0,neutral,2024-02-20 01:35:18,mudah ribet fleksibel kirim paket cod rekening giro pos gak memasukkan nomor rekening bank lainya bca mandiri bri dll pencairannya
Sangat membantu,0.0,neutral,2024-02-18 16:44:12,membantu
Semoga pelayanan nya bagus,0.0,neutral,2024-02-17 03:38:09,semoga pelayanan nya bagus
aplikasi terbodoh sepanjang sejarah peradapan,0.0,neutral,2024-02-17 02:55:07,aplikasi terbodoh sejarah peradapan
Cepat dan profesionál,0.0,neutral,2024-02-16 15:04:15,cepat profesion
mantab dn akurat,0.0,neutral,2024-02-15 00:50:15,mantab akurat
Paket di terima yang bersangkutan. Giliran di tanya yg bersangkutan blm pernah nerima.. Ini bagai mna pas di telpon call center bilang nya sudah sama anak kecil. Maaf ya hey ibu saya udah tua ngapain kasih ke anak kecil sumpah paket saya sampe skrg blm ada ntah di kasih anak kecil yg mna. Mana minta bukti harus ke email sedangkan email lama blz nya keburu ilang paket saya bagaimna ini pos indonesia tanggung jawab nya,0.0,neutral,2024-02-13 16:05:44,paket terima bersangkutan giliran bersangkutan blm nerima mna pas telpon call center bilang nya anak maaf hey udah tua ngapain kasih anak sumpah paket sampe skrg blm ntah kasih anak mna bukti email email blz nya keburu ilang paket bagaimna pos indonesia tanggung nya
"Aplikasi aneh , mau daftar aja susah",0.0,neutral,2024-02-12 14:06:31,aplikasi aneh daftar aja susah
Fast respon..kurir amanah dan cepat sampai,0.0,neutral,2024-02-12 13:05:30,fast respon kurir amanah cepat
Ok....,0.0,neutral,2024-02-10 07:39:31,
sangat baik semoga kedepanya amanah,0.0,neutral,2024-02-09 18:42:01,semoga kedepanya amanah
Sy tdk bisa gunakan poin dari posaja...2 tahun lalu hangus tdk terpakai....tdk jelas Kita pickup malah tempat tdk tersedia...lucu,0.0,neutral,2024-02-09 09:04:13,tdk poin posaja hangus tdk terpakai tdk pickup tdk tersedia lucu
Selamat sore om mohon maaf sudah 1 bulan ini aplikasi pos aja tidak bisa buat kirim paket terima kasih,-0.3612,negative,2024-02-09 08:51:48,selamat sore mohon maaf aplikasi pos aja kirim paket terima kasih
sya masuk berkali kali dg kode otp .... balasan tidak valid .... tolong perbaiki ...saya kasih bintang 1 aj ...👎,0.0,neutral,2024-02-07 01:34:15,sya masuk berkali kali kode otp balasan valid tolong perbaiki kasih bintang
Teuslah menjadi yang terlama terbaik terdepan berpengalaman dan menjadi yang no.1 di indonesia,0.0,neutral,2024-02-06 09:01:46,teuslah terlama terbaik terdepan berpengalaman indonesia
Top sekali di tingkatkan terus performanya,0.2023,positive,2024-02-05 14:33:52,top tingkatkan performanya
Gajelas status pengiriman jangan pake pos kalo beli online,0.0,neutral,2024-02-05 14:10:18,gajelas status pengiriman pake pos kalo beli online
"Gajelas Sumpah... Buat pengiriman tapi tiba tiba di batalkan sepihak... trus ongkos udah dibayar dan gabalik, udh coba komplen by email tapi diminta datang ke pos terdekat, orang tujuan gunain aplikasi supaya mempermudah, jadi ga perlu ke pos langsung karna pakai jasa pickup, ini malah mempersulit.",0.0,neutral,2024-02-05 05:13:21,gajelas sumpah pengiriman batalkan trus ongkos udah dibayar gabalik udh coba komplen email pos terdekat orang tujuan gunain aplikasi mempermudah pos langsung karna pakai jasa pickup mempersulit
Tidak jelas,0.0,neutral,2024-02-04 15:55:13,
😘😘😘,0.0,neutral,2024-02-04 05:47:18,
"Untuk penggunaan poin pos aja masih belum bisa, tolong segera di perbaiki",0.0,neutral,2024-02-04 05:16:52,penggunaan poin pos aja tolong perbaiki
Pengiriman lumayan cepat,0.0,neutral,2024-02-02 16:38:02,pengiriman lumayan cepat
"Kenapa nomor resi pengiriman dari samsat dinyatakan tidak ditemukan ketika menggunakan aplikasi, sedangkan di website malah malah terlacak/tracking berjalan",0.0,neutral,2024-02-02 09:05:13,nomor resi pengiriman samsat dinyatakan ditemukan aplikasi website terlacak tracking berjalan
Alhamdulillaah...🤲bagus,0.0,neutral,2024-02-02 00:42:44,alhamdulillaah bagus
pos aja memang sangat membantu banet,0.0,neutral,2024-02-01 10:09:05,pos aja membantu banet
Pengiriman nya lelet banget,0.0,neutral,2024-02-01 06:27:34,pengiriman nya lelet banget
Mantap.. walau kadang loading,0.0,neutral,2024-01-31 15:34:49,mantap kadang loading
Mempermudah,0.0,neutral,2024-01-30 11:59:08,mempermudah
untuk sementara sangat puas,0.0,neutral,2024-01-30 02:39:41,puas
Ok,0.296,positive,2024-01-29 21:57:37,
Ok bagus,0.296,positive,2024-01-27 13:24:10,bagus
👍😊,0.0,neutral,2024-01-27 10:33:39,
Membantu,0.0,neutral,2024-01-27 08:29:08,membantu
Mantap,0.0,neutral,2024-01-27 05:29:41,mantap
Mantap,0.0,neutral,2024-01-26 14:10:03,mantap
